PROCESS	Ref_num	List_num	expected	upload_1 (over/under)	upload_1 (fold Enrichment)	pval	FDR
mitotic G2 DNA damage checkpoint signaling (GO:0007095)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
snRNA pseudouridine synthesis (GO:0031120)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
regulation of DNA stability (GO:0097752)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
response to desiccation (GO:0009269)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of cytoplasmic translational elongation through polyproline stretches (GO:1903272)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of cytoplasmic translational elongation through polyproline stretches (GO:1903270)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
tRNA pseudouridine synthesis (GO:0031119)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
2'-deoxyribonucleotide biosynthetic process (GO:0009265)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
rRNA pseudouridine synthesis (GO:0031118)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
deoxyribonucleotide catabolic process (GO:0009264)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
deoxyribonucleotide biosynthetic process (GO:0009263)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of microtubule polymerization (GO:0031116)	13	0	0.45	-	 < 0.01	1.00E+00	1.00E+00
deoxyribonucleotide metabolic process (GO:0009262)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of microtubule polymerization (GO:0031115)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of microtubule depolymerization (GO:0031114)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of microtubule polymerization (GO:0031113)	15	0	0.52	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	13	0	0.45	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
regulation of microtubule polymerization or depolymerization (GO:0031110)	17	0	0.59	-	 < 0.01	1.00E+00	1.00E+00
peroxisomal membrane transport (GO:0015919)	27	0	0.94	-	 < 0.01	1.00E+00	1.00E+00
sterol transport (GO:0015918)	28	0	0.97	-	 < 0.01	6.25E-01	1.00E+00
mitotic metaphase chromosome alignment (GO:0007080)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
fatty-acyl-CoA transport (GO:0015916)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial tRNA 5'-end processing (GO:0097745)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
long-chain fatty acid import into peroxisome (GO:0015910)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
acetate ester metabolic process involved in fermentation (GO:1901089)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
protein localization to mating projection tip (GO:1903260)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
microtubule polymerization or depolymerization (GO:0031109)	14	0	0.49	-	 < 0.01	1.00E+00	1.00E+00
holo-[acyl-carrier-protein] biosynthetic process (GO:0031108)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
septin ring disassembly (GO:0031107)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
long-chain fatty acid transport (GO:0015909)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
fatty acid transport (GO:0015908)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
fluconazole transport (GO:0015903)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
protein lipoylation (GO:0009249)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
glycolipid biosynthetic process (GO:0009247)	34	0	1.18	-	 < 0.01	6.31E-01	1.00E+00
glucosamine-containing compound catabolic process (GO:1901072)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
isopentenyl diphosphate biosynthetic process (GO:0009240)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
regulation of sister chromatid cohesion (GO:0007063)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
beta-alanine transport (GO:0001762)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
calcineurin-mediated signaling (GO:0097720)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
guanosine-containing compound catabolic process (GO:1901069)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
guanosine-containing compound metabolic process (GO:1901068)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
U2-type prespliceosome assembly (GO:1903241)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
siderophore metabolic process (GO:0009237)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
riboflavin biosynthetic process (GO:0009231)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
thiamine catabolic process (GO:0009230)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
biological phase (GO:0044848)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
thiamine diphosphate biosynthetic process (GO:0009229)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
thiamine biosynthetic process (GO:0009228)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
nucleotide-sugar biosynthetic process (GO:0009226)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
CMP biosynthetic process (GO:0009224)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of mitotic spindle elongation (GO:0032888)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine ribonucleotide catabolic process (GO:0009222)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of spindle elongation (GO:0032887)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine ribonucleotide biosynthetic process (GO:0009220)	15	0	0.52	-	 < 0.01	1.00E+00	1.00E+00
lysosomal transport (GO:0007041)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
lysosome organization (GO:0007040)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of starch catabolic process (GO:2000883)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of starch catabolic process (GO:2000881)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine deoxyribonucleotide metabolic process (GO:0009219)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
quinolinic acid transmembrane transport (GO:1903222)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine ribonucleotide metabolic process (GO:0009218)	16	0	0.55	-	 < 0.01	1.00E+00	1.00E+00
purine deoxyribonucleoside triphosphate catabolic process (GO:0009217)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
purine deoxyribonucleoside triphosphate metabolic process (GO:0009215)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
cyclic nucleotide catabolic process (GO:0009214)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine deoxyribonucleoside triphosphate catabolic process (GO:0009213)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
protein catabolic process in the vacuole (GO:0007039)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine deoxyribonucleoside triphosphate biosynthetic process (GO:0009212)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine deoxyribonucleoside triphosphate metabolic process (GO:0009211)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of stress-activated MAPK cascade (GO:0032874)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
vacuolar acidification (GO:0007035)	27	0	0.94	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of stress-activated MAPK cascade (GO:0032873)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of stress-activated MAPK cascade (GO:0032872)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
formation of cytoplasmic translation initiation complex (GO:0001732)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
formation of translation preinitiation complex (GO:0001731)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of dipeptide transport (GO:2000879)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of oligopeptide transport (GO:2000877)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of glyoxylate cycle (GO:2000876)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
meiotic telomere tethering at nuclear periphery (GO:0044821)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of glyoxylate cycle (GO:2000874)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine ribonucleoside triphosphate biosynthetic process (GO:0009209)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
pyrimidine ribonucleoside triphosphate metabolic process (GO:0009208)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
purine ribonucleoside triphosphate biosynthetic process (GO:0009206)	24	0	0.83	-	 < 0.01	1.00E+00	1.00E+00
deoxyribonucleoside triphosphate catabolic process (GO:0009204)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
deoxyribonucleoside triphosphate biosynthetic process (GO:0009202)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
ribonucleoside triphosphate biosynthetic process (GO:0009201)	30	0	1.04	-	 < 0.01	6.25E-01	1.00E+00
deoxyribonucleoside triphosphate metabolic process (GO:0009200)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of microtubule depolymerization (GO:0007026)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
post-chaperonin tubulin folding pathway (GO:0007023)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
tubulin complex assembly (GO:0007021)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
microtubule nucleation (GO:0007020)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
mitotic G1/S transition checkpoint signaling (GO:0044819)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
mitotic G2/M transition checkpoint (GO:0044818)	17	0	0.59	-	 < 0.01	1.00E+00	1.00E+00
cholesterol homeostasis (GO:0042632)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
cellular response to water deprivation (GO:0042631)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
nicotinic acid riboside biosynthetic process (GO:0071592)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
nicotinic acid riboside metabolic process (GO:0071591)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
nicotinamide riboside biosynthetic process (GO:0071590)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
microtubule depolymerization (GO:0007019)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
copper ion export (GO:0060003)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
G-quadruplex DNA unwinding (GO:0044806)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
pyridine nucleoside biosynthetic process (GO:0071589)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
detoxification of cadmium ion (GO:0071585)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
plasma membrane organization (GO:0007009)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
outer mitochondrial membrane organization (GO:0007008)	14	0	0.49	-	 < 0.01	1.00E+00	1.00E+00
telomere maintenance via telomerase (GO:0007004)	15	0	0.52	-	 < 0.01	1.00E+00	1.00E+00
zinc ion import across plasma membrane (GO:0071578)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
zinc ion transmembrane transport (GO:0071577)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
ubiquinone-6 biosynthetic process (GO:1901006)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
ubiquinone-6 metabolic process (GO:1901004)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
distributive segregation (GO:0032837)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of response to salt stress (GO:1901001)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of response to salt stress (GO:1901000)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of vitamin metabolic process (GO:0030656)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
glycine import into mitochondrion (GO:1904983)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
nucleus-vacuole junction assembly (GO:0071562)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
intracellular phosphate ion homeostasis (GO:0030643)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitotic cohesin loading (GO:0061780)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
response to caloric restriction (GO:0061771)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mannosyl-inositol phosphorylceramide biosynthetic process (GO:0051999)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of nucleotide-excision repair (GO:2000819)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of spindle attachment to meiosis I kinetochore (GO:1904968)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of spindle attachment to meiosis I kinetochore (GO:1904967)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
inositol phosphate catabolic process (GO:0071545)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
multivesicular body-lysosome fusion (GO:0061763)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
spermine biosynthetic process (GO:0006597)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
polyamine biosynthetic process (GO:0006596)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
regulation of attachment of spindle microtubules to kinetochore (GO:0051988)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
ornithine biosynthetic process (GO:0006592)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
ornithine metabolic process (GO:0006591)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of chromosome segregation (GO:0051984)	13	0	0.45	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of establishment of protein localization (GO:1904950)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial large ribosomal subunit assembly (GO:1902775)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of telomerase activity (GO:0051974)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of telomerase activity (GO:0051973)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of telomerase activity (GO:0051972)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
folate import into mitochondrion (GO:1904947)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
sterol homeostasis (GO:0055092)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
vesicle transport along microtubule (GO:0047496)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
phospholipid homeostasis (GO:0055091)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
isoprenoid biosynthetic process via mevalonate (GO:1902767)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
acylglycerol homeostasis (GO:0055090)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
amino-acid betaine biosynthetic process (GO:0006578)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
amino-acid betaine metabolic process (GO:0006577)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
valine catabolic process (GO:0006574)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
tyrosine catabolic process (GO:0006572)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
tyrosine biosynthetic process (GO:0006571)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
tyrosine metabolic process (GO:0006570)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
lipid homeostasis (GO:0055088)	38	0	1.32	-	 < 0.01	6.42E-01	1.00E+00
monoatomic anion homeostasis (GO:0055081)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of response to osmotic stress (GO:0047484)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
protein lipidation involved in autophagosome assembly (GO:0061739)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of cell cycle G2/M phase transition (GO:1902751)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of cell cycle G2/M phase transition (GO:1902750)	19	0	0.66	-	 < 0.01	1.00E+00	1.00E+00
tryptophan catabolic process (GO:0006569)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
threonine catabolic process (GO:0006567)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
threonine metabolic process (GO:0006566)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
L-serine catabolic process (GO:0006565)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
L-serine biosynthetic process (GO:0006564)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
L-serine metabolic process (GO:0006563)	13	0	0.45	-	 < 0.01	1.00E+00	1.00E+00
proline catabolic process (GO:0006562)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
proline biosynthetic process (GO:0006561)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
proline metabolic process (GO:0006560)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
sodium ion homeostasis (GO:0055078)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
pheromone response MAPK cascade (GO:0071507)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
regulation of cell cycle G2/M phase transition (GO:1902749)	24	0	0.83	-	 < 0.01	1.00E+00	1.00E+00
cellular response to nitrosative stress (GO:0071500)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
methylglyoxal catabolic process to lactate (GO:0061727)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
L-phenylalanine catabolic process (GO:0006559)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
L-phenylalanine metabolic process (GO:0006558)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
S-adenosylmethionine biosynthetic process (GO:0006556)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
lysine catabolic process (GO:0006554)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
lysine metabolic process (GO:0006553)	15	0	0.52	-	 < 0.01	1.00E+00	1.00E+00
L-leucine catabolic process (GO:0006552)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
L-leucine metabolic process (GO:0006551)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
isoleucine catabolic process (GO:0006550)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
chloride ion homeostasis (GO:0055064)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
phosphate ion homeostasis (GO:0055062)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
glucose catabolic process to pyruvate (GO:0061718)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
endoplasmic reticulum membrane fusion (GO:0016320)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
glycine catabolic process (GO:0006546)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
glycine biosynthetic process (GO:0006545)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
glycine metabolic process (GO:0006544)	8	0	0.28	-	 < 0.01	1.00E+00	1.00E+00
L-glutamate import (GO:0051938)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
glutamine biosynthetic process (GO:0006542)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
glutamate decarboxylation to succinate (GO:0006540)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
translation reinitiation (GO:0002188)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
cytoplasmic translational termination (GO:0002184)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
cytoplasmic translational initiation (GO:0002183)	22	0	0.76	-	 < 0.01	1.00E+00	1.00E+00
cytoplasmic translational elongation (GO:0002182)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of purine nucleotide metabolic process (GO:1900544)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
regulation of purine nucleotide metabolic process (GO:1900542)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
glutamate catabolic process (GO:0006538)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
purine nucleobase salvage (GO:0043096)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
cellular metabolic compound salvage (GO:0043094)	31	0	1.07	-	 < 0.01	6.26E-01	1.00E+00
cysteine biosynthetic process from serine (GO:0006535)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of phosphatidylserine metabolic process (GO:0150180)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
aspartate catabolic process (GO:0006533)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
aspartate biosynthetic process (GO:0006532)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
aspartate metabolic process (GO:0006531)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
SNARE complex disassembly (GO:0035494)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
asparagine catabolic process (GO:0006530)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
SNARE complex assembly (GO:0035493)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of GTPase activity (GO:0043087)	18	0	0.62	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of phosphatidylcholine metabolic process (GO:0150174)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
negative regulation of catalytic activity (GO:0043086)	4	0	0.14	-	 < 0.01	1.00E+00	1.00E+00
arginine catabolic process (GO:0006527)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of catalytic activity (GO:0043085)	24	0	0.83	-	 < 0.01	1.00E+00	1.00E+00
arginine biosynthetic process (GO:0006526)	11	0	0.38	-	 < 0.01	1.00E+00	1.00E+00
arginine metabolic process (GO:0006525)	17	0	0.59	-	 < 0.01	1.00E+00	1.00E+00
alanine catabolic process (GO:0006524)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
alanine biosynthetic process (GO:0006523)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
alanine metabolic process (GO:0006522)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
regulation of cellular amino acid metabolic process (GO:0006521)	16	0	0.55	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial tRNA processing (GO:0090646)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
peptide metabolic process (GO:0006518)	21	0	0.73	-	 < 0.01	1.00E+00	1.00E+00
protein deglycosylation (GO:0006517)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
glycoprotein catabolic process (GO:0006516)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
phosphatidylcholine biosynthesis from sn-glycero-3-phosphocholine (GO:0090640)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of programmed cell death (GO:0043068)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
GPI anchor release (GO:0006507)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of apoptotic process (GO:0043065)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
GPI anchor biosynthetic process (GO:0006506)	31	0	1.07	-	 < 0.01	6.26E-01	1.00E+00
GPI anchor metabolic process (GO:0006505)	34	0	1.18	-	 < 0.01	6.31E-01	1.00E+00
activation of GTPase activity (GO:0090630)	12	0	0.42	-	 < 0.01	1.00E+00	1.00E+00
meiotic metaphase I homologous chromosome alignment (GO:0043060)	7	0	0.24	-	 < 0.01	1.00E+00	1.00E+00
C-terminal protein lipidation (GO:0006501)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
vitamin transmembrane transport (GO:0035461)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
tRNA wobble position uridine thiolation (GO:0002143)	6	0	0.21	-	 < 0.01	1.00E+00	1.00E+00
vesicle cargo loading (GO:0035459)	10	0	0.35	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
wobble position ribose methylation (GO:0002130)	3	0	0.1	-	 < 0.01	1.00E+00	1.00E+00
regulation of unsaturated fatty acid biosynthetic process (GO:2001279)	2	0	0.07	-	 < 0.01	1.00E+00	1.00E+00
positive regulation of L-leucine biosynthetic process (GO:2001278)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
DNA clamp unloading (GO:0090618)	5	0	0.17	-	 < 0.01	1.00E+00	1.00E+00
regulation of L-leucine biosynthetic process (GO:2001276)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
dolichyl monophosphate biosynthetic process (GO:0043048)	1	0	0.03	-	 < 0.01	1.00E+00	1.00E+00
mitochondrial mRNA processing (GO:0090615)	9	0	0.31	-	 < 0.01	1.00E+00	1.00E+00
